18854:
 num     #instances         #bytes  class name (module)
2278:             1             24  io.opentelemetry.javaagent.shaded.instrumentation.netty.v4_1.internal.client.NettyClientHandlerFactory
2279:             1             24  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.baggage.ImmutableBaggage
2280:             1             24  io.opentelemetry.javaagent.shaded.io.opentelemetry.context.ThreadLocalContextStorage
2281:             1             24  io.opentelemetry.javaagent.shaded.io.opentelemetry.context.ThreadLocalContextStorage$NoopScope
2282:             1             24  io.opentelemetry.javaagent.shaded.io.opentelemetry.context.propagation.MultiTextMapPropagator
2283:             1             24  io.opentelemetry.javaagent.slf4j.helpers.BasicMDCAdapter
2284:             1             24  io.opentelemetry.javaagent.slf4j.helpers.BasicMDCAdapter$1
2285:             1             24  io.opentelemetry.javaagent.slf4j.helpers.FormattingTuple
2286:             1             24  io.opentelemetry.javaagent.slf4j.helpers.NOP_FallbackServiceProvider
2287:             1             24  io.opentelemetry.javaagent.slf4j.helpers.SubstituteLoggerFactory
2288:             1             24  io.opentelemetry.javaagent.slf4j.helpers.SubstituteServiceProvider
2289:             1             24  io.opentelemetry.javaagent.slf4j.simple.OutputChoice
2290:             1             24  io.opentelemetry.javaagent.slf4j.simple.SimpleServiceProvider
2291:             1             24  io.opentelemetry.javaagent.tooling.DefineClassHandler$DefineClassContextImpl
2292:             1             24  io.opentelemetry.javaagent.tooling.field.FieldBackedImplementationInstaller$NoOpTransformer
2293:             1             24  io.opentelemetry.javaagent.tooling.instrumentation.InstrumentationModuleInstaller
2294:             1             24  io.opentelemetry.javaagent.tooling.muzzle.AgentLocationStrategy
2295:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$ManifestationFlag$1
2296:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$ManifestationFlag$2
2297:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$ManifestationFlag$3
2298:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$ManifestationFlag$4
2299:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$ManifestationFlag$5
2300:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$MinimumVisibilityFlag$1
2301:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$MinimumVisibilityFlag$2
2302:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$MinimumVisibilityFlag$3
2303:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$MinimumVisibilityFlag$4
2304:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$OwnershipFlag$1
2305:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$OwnershipFlag$2
2306:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$VisibilityFlag$1
2307:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$VisibilityFlag$2
2308:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$VisibilityFlag$3
2309:             1             24  io.opentelemetry.javaagent.tooling.muzzle.references.Flag$VisibilityFlag$4
2310:             1             24  io.opentelemetry.sdk.logs.AutoValue_LogLimits
2311:             1             24  io.opentelemetry.sdk.logs.export.BatchLogRecordProcessor
2312:             1             24  io.opentelemetry.sdk.metrics.SdkMeterProvider$LeasedMetricProducer
2313:             1             24  io.opentelemetry.sdk.metrics.SdkMeterProvider$SdkCollectionRegistration
2314:             1             24  io.opentelemetry.sdk.metrics.export.PeriodicMetricReader$Scheduled
2315:             1             24  io.opentelemetry.sdk.metrics.internal.aggregator.DoubleLastValueAggregator
2316:             1             24  io.opentelemetry.sdk.metrics.internal.aggregator.DoubleSumAggregator
2317:             1             24  io.opentelemetry.sdk.metrics.internal.aggregator.DropAggregator$2
2318:             1             24  io.opentelemetry.sdk.metrics.internal.data.AutoValue_ImmutableHistogramData
2319:             1             24  io.opentelemetry.sdk.metrics.internal.data.AutoValue_ImmutableSumData
2320:             1             24  io.opentelemetry.sdk.metrics.internal.debug.NoSourceInfo
2321:             1             24  io.opentelemetry.sdk.metrics.internal.view.ViewRegistry
2322:             1             24  io.opentelemetry.sdk.trace.RandomIdGenerator
2323:             1             24  io.opentelemetry.sdk.trace.SdkTracerProvider
2324:             1             24  io.opentelemetry.sdk.trace.export.BatchSpanProcessor
2325:             1             24  io.opentelemetry.sdk.trace.samplers.AlwaysOffSampler
2326:             1             24  io.opentelemetry.sdk.trace.samplers.AlwaysOnSampler
2327:             1             24  io.perfmark.Link
2328:             1             24  io.perfmark.Tag
2329:             1             24  java.io.FilePermissionCollection (java.base@21.0.6)
2330:             1             24  java.io.UnixFileSystem (java.base@21.0.6)
2331:             1             24  java.lang.ProcessEnvironment$StringEnvironment (java.base@21.0.6)
2332:             1             24  java.lang.ProcessHandleImpl$$Lambda/0x00007f5a8e1797a8 (java.base@21.0.6)
2333:             1             24  java.lang.StackWalker$ExtendedOption (java.base@21.0.6)
2334:             1             24  java.lang.invoke.MethodHandleImpl$ArrayAccessor$1 (java.base@21.0.6)
2335:             1             24  java.lang.invoke.MethodHandleImpl$BindCaller$1 (java.base@21.0.6)
2336:             1             24  java.lang.reflect.Executable$ParameterData (java.base@21.0.6)
2337:             1             24  java.lang.reflect.Proxy$1 (java.base@21.0.6)
2338:             1             24  java.lang.reflect.ReflectPermission (java.base@21.0.6)
2339:             1             24  java.net.Inet6AddressImpl (java.base@21.0.6)
2340:             1             24  java.net.Proxy (java.base@21.0.6)
2341:             1             24  java.time.ZoneRegion (java.base@21.0.6)
2342:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@21.0.6)
2343:             1             24  java.util.Collections$3 (java.base@21.0.6)
2344:             1             24  java.util.Collections$EmptyMap (java.base@21.0.6)
2345:             1             24  java.util.Collections$SynchronizedCollection (java.base@21.0.6)
2346:             1             24  java.util.Comparator$$Lambda/0x00007f5a8e1e0848 (java.base@21.0.6)
2347:             1             24  java.util.Comparators$NaturalOrderComparator (java.base@21.0.6)
2348:             1             24  java.util.Locale$Cache (java.base@21.0.6)
2349:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@21.0.6)
2350:             1             24  java.util.ServiceLoader$2 (java.base@21.0.6)
2351:             1             24  java.util.concurrent.CopyOnWriteArrayList$COWIterator (java.base@21.0.6)
2352:             1             24  java.util.concurrent.Executors$DelegatedScheduledExecutorService (java.base@21.0.6)
2353:             1             24  java.util.jar.Manifest (java.base@21.0.6)
2354:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@21.0.6)
2355:             1             24  java.util.logging.LogManager$SystemLoggerContext (java.logging@21.0.6)
2356:             1             24  java.util.regex.Pattern$Pos (java.base@21.0.6)
2357:             1             24  java.util.zip.ZipFile$InflaterCleanupAction (java.base@21.0.6)
2358:             1             24  jdk.internal.jimage.ImageReader (java.base@21.0.6)
2359:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@21.0.6)
2360:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@21.0.6)
2361:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@21.0.6)
2362:             1             24  jdk.internal.ref.CleanerImpl (java.base@21.0.6)
2363:             1             24  jdk.internal.util.ReferencedKeyMap (java.base@21.0.6)
2364:             1             24  jdk.internal.vm.ThreadContainers$RootContainer$TrackingRootContainer (java.base@21.0.6)
2365:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@21.0.6)
2366:             1             24  kotlin.text.Regex
2367:             1             24  net.bytebuddy.ClassFileVersion$VersionLocator$Resolver
2368:             1             24  net.bytebuddy.NamingStrategy$Suffixing$BaseNameResolver$ForUnnamedType
2369:             1             24  net.bytebuddy.agent.builder.AgentBuilder$CircularityLock$Default
2370:             1             24  net.bytebuddy.agent.builder.AgentBuilder$ClassFileBufferStrategy$Default$1
2371:             1             24  net.bytebuddy.agent.builder.AgentBuilder$ClassFileBufferStrategy$Default$2
2372:             1             24  net.bytebuddy.agent.builder.AgentBuilder$Default$ExecutingTransformer$Factory$CreationAction
2373:             1             24  net.bytebuddy.agent.builder.AgentBuilder$Default$NativeMethodStrategy$Disabled
2374:             1             24  net.bytebuddy.agent.builder.AgentBuilder$Default$WarmupStrategy$NoOp
2375:             1             24  net.bytebuddy.agent.builder.AgentBuilder$InitializationStrategy$NoOp
2376:             1             24  net.bytebuddy.agent.builder.AgentBuilder$InjectionStrategy$UsingReflection
2377:             1             24  net.bytebuddy.agent.builder.AgentBuilder$InstallationListener$NoOp
2378:             1             24  net.bytebuddy.agent.builder.AgentBuilder$LambdaInstrumentationStrategy$1
2379:             1             24  net.bytebuddy.agent.builder.AgentBuilder$LambdaInstrumentationStrategy$2
2380:             1             24  net.bytebuddy.agent.builder.AgentBuilder$Listener$NoOp
2381:             1             24  net.bytebuddy.agent.builder.AgentBuilder$LocationStrategy$ForClassLoader$1
2382:             1             24  net.bytebuddy.agent.builder.AgentBuilder$LocationStrategy$ForClassLoader$2
2383:             1             24  net.bytebuddy.agent.builder.AgentBuilder$PatchMode$Handler$NoOp
2384:             1             24  net.bytebuddy.agent.builder.AgentBuilder$RedefinitionStrategy$BatchAllocator$ForTotal
2385:             1             24  net.bytebuddy.agent.builder.AgentBuilder$RedefinitionStrategy$DiscoveryStrategy$Reiterating
2386:             1             24  net.bytebuddy.agent.builder.AgentBuilder$RedefinitionStrategy$DiscoveryStrategy$SinglePass
2387:             1             24  net.bytebuddy.agent.builder.AgentBuilder$RedefinitionStrategy$Listener$NoOp
2388:             1             24  net.bytebuddy.agent.builder.AgentBuilder$RedefinitionStrategy$ResubmissionEnforcer$Disabled
2389:             1             24  net.bytebuddy.agent.builder.AgentBuilder$RedefinitionStrategy$ResubmissionStrategy$Disabled
2390:             1             24  net.bytebuddy.agent.builder.AgentBuilder$TransformerDecorator$NoOp
2391:             1             24  net.bytebuddy.agent.builder.AgentBuilder$TypeStrategy$Default$1
2392:             1             24  net.bytebuddy.agent.builder.AgentBuilder$TypeStrategy$Default$2
2393:             1             24  net.bytebuddy.agent.builder.AgentBuilder$TypeStrategy$Default$3
2394:             1             24  net.bytebuddy.agent.builder.AgentBuilder$TypeStrategy$Default$4
2395:             1             24  net.bytebuddy.asm.Advice$ArgumentHandler$Factory$1
2396:             1             24  net.bytebuddy.asm.Advice$ArgumentHandler$Factory$2
2397:             1             24  net.bytebuddy.asm.Advice$AssignReturned$DefaultValueSkip$Dispatcher$1
2398:             1             24  net.bytebuddy.asm.Advice$AssignReturned$DefaultValueSkip$Dispatcher$2
2399:             1             24  net.bytebuddy.asm.Advice$AssignReturned$DefaultValueSkip$Dispatcher$3
2400:             1             24  net.bytebuddy.asm.Advice$AssignReturned$DefaultValueSkip$Dispatcher$4
2401:             1             24  net.bytebuddy.asm.Advice$AssignReturned$DefaultValueSkip$Dispatcher$5
2402:             1             24  net.bytebuddy.asm.Advice$AssignReturned$ExceptionHandler$Factory$NoOp
2403:             1             24  net.bytebuddy.asm.Advice$AssignReturned$ToAllArguments$Handler$Factory
2404:             1             24  net.bytebuddy.asm.Advice$AssignReturned$ToArguments$Handler$Factory
2405:             1             24  net.bytebuddy.asm.Advice$AssignReturned$ToFields$Handler$Factory
2406:             1             24  net.bytebuddy.asm.Advice$AssignReturned$ToReturned$Handler$Factory
2407:             1             24  net.bytebuddy.asm.Advice$AssignReturned$ToThis$Handler$Factory
2408:             1             24  net.bytebuddy.asm.Advice$AssignReturned$ToThrown$Handler$Factory
2409:             1             24  net.bytebuddy.asm.Advice$Delegator$ForRegularInvocation$Factory
2410:             1             24  net.bytebuddy.asm.Advice$Dispatcher$Inactive
2411:             1             24  net.bytebuddy.asm.Advice$Dispatcher$RelocationHandler$Disabled
2412:             1             24  net.bytebuddy.asm.Advice$Dispatcher$SuppressionHandler$NoOp
2413:             1             24  net.bytebuddy.asm.Advice$ExceptionHandler$Default$1
2414:             1             24  net.bytebuddy.asm.Advice$ExceptionHandler$Default$2
2415:             1             24  net.bytebuddy.asm.Advice$ExceptionHandler$Default$3
2416:             1             24  net.bytebuddy.asm.Advice$MethodSizeHandler$NoOp
2417:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForAllArguments$Factory
2418:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForArgument$Unresolved$Factory
2419:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForDynamicConstant$Factory
2420:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForField$Unresolved$Factory
2421:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForFieldHandle$Unresolved$ReaderFactory
2422:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForFieldHandle$Unresolved$WriterFactory
2423:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForHandle$Factory
2424:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForInstrumentedMethod$1
2425:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForInstrumentedMethod$2
2426:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForInstrumentedMethod$3
2427:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForInstrumentedMethod$4
2428:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForInstrumentedMethod$5
2429:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForOrigin$Factory
2430:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForOrigin$Renderer$ForMethodName
2431:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForReturnValue$Factory
2432:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForSelfCallHandle$Factory
2433:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForStubValue
2434:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForThisReference$Factory
2435:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForThrowable$Factory
2436:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$ForUnusedValue$Factory
2437:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$Sort$1
2438:             1             24  net.bytebuddy.asm.Advice$OffsetMapping$Sort$2
2439:             1             24  net.bytebuddy.asm.Advice$PostProcessor$NoOp
2440:             1             24  net.bytebuddy.asm.Advice$StackMapFrameHandler$Default$Initialization$1
2441:             1             24  net.bytebuddy.asm.Advice$StackMapFrameHandler$Default$Initialization$2
2442:             1             24  net.bytebuddy.asm.Advice$StackMapFrameHandler$Default$TranslationMode$1
2443:             1             24  net.bytebuddy.asm.Advice$StackMapFrameHandler$Default$TranslationMode$2
2444:             1             24  net.bytebuddy.asm.Advice$StackMapFrameHandler$Default$TranslationMode$3
2445:             1             24  net.bytebuddy.asm.AsmVisitorWrapper$NoOp
2446:             1             24  net.bytebuddy.asm.TypeConstantAdjustment
2447:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType$1
2448:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType$2
2449:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType$3
2450:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType$4
2451:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType$5
2452:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType$6
2453:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType$7
2454:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType$8
2455:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType$9
2456:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType$1
2457:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType$2
2458:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType$3
2459:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType$4
2460:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType$5
2461:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType$6
2462:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType$7
2463:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType$8
2464:             1             24  net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType$9
2465:             1             24  net.bytebuddy.description.enumeration.EnumerationDescription$ForLoadedEnumeration
2466:             1             24  net.bytebuddy.description.field.FieldList$ForLoadedFields
2467:             1             24  net.bytebuddy.description.method.MethodList$ForLoadedMethods
2468:             1             24  net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$NoOp
2469:             1             24  net.bytebuddy.description.type.TypeDescription$Generic$Visitor$NoOp
2470:             1             24  net.bytebuddy.description.type.TypeDescription$Generic$Visitor$Reifying$1
2471:             1             24  net.bytebuddy.description.type.TypeDescription$Generic$Visitor$Reifying$2
2472:             1             24  net.bytebuddy.description.type.TypeDescription$Generic$Visitor$Validator$ForTypeAnnotations
2473:             1             24  net.bytebuddy.dynamic.ClassFileLocator$ForClassLoader$BootLoaderProxyCreationAction
2474:             1             24  net.bytebuddy.dynamic.ClassFileLocator$NoOp
2475:             1             24  net.bytebuddy.dynamic.NexusAccessor$Dispatcher$Available
2476:             1             24  net.bytebuddy.dynamic.NexusAccessor$Dispatcher$CreationAction
2477:             1             24  net.bytebuddy.dynamic.Transformer$NoOp
2478:             1             24  net.bytebuddy.dynamic.TypeResolutionStrategy$Disabled
2479:             1             24  net.bytebuddy.dynamic.TypeResolutionStrategy$Passive
2480:             1             24  net.bytebuddy.dynamic.VisibilityBridgeStrategy$Default$1
2481:             1             24  net.bytebuddy.dynamic.VisibilityBridgeStrategy$Default$2
2482:             1             24  net.bytebuddy.dynamic.VisibilityBridgeStrategy$Default$3
2483:             1             24  net.bytebuddy.dynamic.loading.ByteArrayClassLoader$PackageLookupStrategy$CreationAction
2484:             1             24  net.bytebuddy.dynamic.loading.ByteArrayClassLoader$SynchronizationStrategy$CreationAction
2485:             1             24  net.bytebuddy.dynamic.loading.ByteArrayClassLoader$SynchronizationStrategy$ForJava8CapableVm
2486:             1             24  net.bytebuddy.dynamic.loading.ClassFilePostProcessor$NoOp
2487:             1             24  net.bytebuddy.dynamic.loading.ClassInjector$UsingReflection$Dispatcher$CreationAction
2488:             1             24  net.bytebuddy.dynamic.loading.ClassInjector$UsingUnsafe$Dispatcher$CreationAction
2489:             1             24  net.bytebuddy.dynamic.loading.ClassInjector$UsingUnsafe$Dispatcher$Enabled
2490:             1             24  net.bytebuddy.dynamic.loading.ClassLoadingStrategy$Default$InjectionDispatcher
2491:             1             24  net.bytebuddy.dynamic.loading.PackageDefinitionStrategy$Definition$Trivial
2492:             1             24  net.bytebuddy.dynamic.loading.PackageDefinitionStrategy$NoOp
2493:             1             24  net.bytebuddy.dynamic.loading.PackageDefinitionStrategy$Trivial
2494:             1             24  net.bytebuddy.dynamic.scaffold.InstrumentedType$Factory$Default$1
2495:             1             24  net.bytebuddy.dynamic.scaffold.InstrumentedType$Factory$Default$2
2496:             1             24  net.bytebuddy.dynamic.scaffold.MethodGraph$Compiler$Default$Harmonizer$ForJavaMethod
2497:             1             24  net.bytebuddy.dynamic.scaffold.MethodGraph$Compiler$ForDeclaredMethods
2498:             1             24  net.bytebuddy.dynamic.scaffold.MethodGraph$Empty
2499:             1             24  net.bytebuddy.dynamic.scaffold.MethodRegistry$Handler$ForAbstractMethod
2500:             1             24  net.bytebuddy.dynamic.scaffold.TypeInitializer$None
2501:             1             24  net.bytebuddy.dynamic.scaffold.TypeWriter$Default$ClassDumpAction$Dispatcher$Disabled
2502:             1             24  net.bytebuddy.dynamic.scaffold.TypeWriter$FieldPool$Disabled
2503:             1             24  net.bytebuddy.dynamic.scaffold.TypeWriter$RecordComponentPool$Disabled
2504:             1             24  net.bytebuddy.dynamic.scaffold.inline.MethodRebaseResolver$Disabled
2505:             1             24  net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$1
2506:             1             24  net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$2
2507:             1             24  net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$3
2508:             1             24  net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$4
2509:             1             24  net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$5
2510:             1             24  net.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget$OriginTypeResolver$1
2511:             1             24  net.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget$OriginTypeResolver$2
2512:             1             24  net.bytebuddy.implementation.Implementation$Context$Default$Factory
2513:             1             24  net.bytebuddy.implementation.Implementation$Context$Disabled$Factory
2514:             1             24  net.bytebuddy.implementation.Implementation$Target$AbstractBase$DefaultMethodInvocation$1
2515:             1             24  net.bytebuddy.implementation.Implementation$Target$AbstractBase$DefaultMethodInvocation$2
2516:             1             24  net.bytebuddy.implementation.LoadedTypeInitializer$NoOp
2517:             1             24  net.bytebuddy.implementation.MethodCall$ArgumentLoader$ForMethodParameter$OfInstrumentedMethod
2518:             1             24  net.bytebuddy.implementation.MethodCall$MethodInvoker$ForContextualInvocation$Factory
2519:             1             24  net.bytebuddy.implementation.MethodCall$MethodInvoker$ForSuperMethodInvocation$Factory
2520:             1             24  net.bytebuddy.implementation.MethodCall$MethodInvoker$ForVirtualInvocation$WithImplicitType
2521:             1             24  net.bytebuddy.implementation.MethodCall$TargetHandler$ForSelfOrStaticInvocation$Factory
2522:             1             24  net.bytebuddy.implementation.MethodCall$TerminationHandler$Simple$1
2523:             1             24  net.bytebuddy.implementation.MethodCall$TerminationHandler$Simple$2
2524:             1             24  net.bytebuddy.implementation.MethodCall$TerminationHandler$Simple$3
2525:             1             24  net.bytebuddy.implementation.SuperMethodCall
2526:             1             24  net.bytebuddy.implementation.SuperMethodCall$Appender$TerminationHandler$1
2527:             1             24  net.bytebuddy.implementation.SuperMethodCall$Appender$TerminationHandler$2
2528:             1             24  net.bytebuddy.implementation.attribute.AnnotationValueFilter$Default$1
2529:             1             24  net.bytebuddy.implementation.attribute.AnnotationValueFilter$Default$2
2530:             1             24  net.bytebuddy.implementation.attribute.MethodAttributeAppender$ForInstrumentedMethod$1
2531:             1             24  net.bytebuddy.implementation.attribute.MethodAttributeAppender$ForInstrumentedMethod$2
2532:             1             24  net.bytebuddy.implementation.attribute.MethodAttributeAppender$NoOp
2533:             1             24  net.bytebuddy.implementation.attribute.TypeAttributeAppender$ForInstrumentedType
2534:             1             24  net.bytebuddy.implementation.bytecode.ByteCodeAppender$Size
2535:             1             24  net.bytebuddy.implementation.bytecode.StackManipulation$Illegal
2536:             1             24  net.bytebuddy.implementation.bytecode.StackManipulation$Trivial
2537:             1             24  net.bytebuddy.implementation.bytecode.assign.reference.GenericTypeAwareAssigner
2538:             1             24  net.bytebuddy.implementation.bytecode.assign.reference.ReferenceTypeAwareAssigner
2539:             1             24  net.bytebuddy.implementation.bytecode.member.MethodVariableAccess$MethodLoading$TypeCastingHandler$NoOp
2540:             1             24  net.bytebuddy.implementation.bytecode.member.MethodVariableAccess$OffsetLoading
2541:             1             24  net.bytebuddy.pool.TypePool$CacheProvider$NoOp
2542:             1             24  net.bytebuddy.pool.TypePool$Default$ComponentTypeLocator$Illegal
2543:             1             24  net.bytebuddy.pool.TypePool$Default$LazyTypeDescription$GenericTypeToken$Resolution$Raw
2544:             1             24  net.bytebuddy.pool.TypePool$Default$LazyTypeDescription$TypeContainment$SelfContained
2545:             1             24  net.bytebuddy.pool.TypePool$Empty
2546:             1             24  net.bytebuddy.utility.AsmClassReader$Factory$Default$1
2547:             1             24  net.bytebuddy.utility.AsmClassReader$Factory$Default$2
2548:             1             24  net.bytebuddy.utility.AsmClassReader$Factory$Default$3
2549:             1             24  net.bytebuddy.utility.AsmClassReader$Factory$Default$4
2550:             1             24  net.bytebuddy.utility.AsmClassReader$Factory$Default$5
2551:             1             24  net.bytebuddy.utility.AsmClassWriter$Factory$Default$1
2552:             1             24  net.bytebuddy.utility.AsmClassWriter$Factory$Default$2
2553:             1             24  net.bytebuddy.utility.AsmClassWriter$Factory$Default$3
2554:             1             24  net.bytebuddy.utility.AsmClassWriter$Factory$Default$4
2555:             1             24  net.bytebuddy.utility.AsmClassWriter$Factory$Default$5
2556:             1             24  net.bytebuddy.utility.AsmClassWriter$Factory$Default$EmptyAsmClassReader
2557:             1             24  net.bytebuddy.utility.ConstructorComparator
2558:             1             24  net.bytebuddy.utility.FieldComparator
2559:             1             24  net.bytebuddy.utility.MethodComparator
2560:             1             24  net.bytebuddy.utility.dispatcher.JavaDispatcher$DynamicClassLoader$Resolver$CreationAction
2561:             1             24  okhttp3.CertificatePinner
2562:             1             24  okhttp3.internal.Util$$Lambda/0x00007f5a8e19f3e0
2563:             1             24  okhttp3.internal.concurrent.TaskRunner$runnable$1
2564:             1             24  okhttp3.internal.connection.RouteSelector$Selection
2565:             1             24  okio.Options
2566:             1             24  org.apache.logging.log4j.core.appender.ConsoleAppender$Target$1
2567:             1             24  org.apache.logging.log4j.core.appender.ConsoleAppender$Target$2
2568:             1             24  org.apache.logging.log4j.core.async.ThreadNameCachingStrategy$1
2569:             1             24  org.apache.logging.log4j.core.async.ThreadNameCachingStrategy$2
2570:             1             24  org.apache.logging.log4j.core.config.AppenderRef
2571:             1             24  org.apache.logging.log4j.core.config.LoggerConfig$LoggerConfigPredicate$1
2572:             1             24  org.apache.logging.log4j.core.config.LoggerConfig$LoggerConfigPredicate$2
2573:             1             24  org.apache.logging.log4j.core.config.LoggerConfig$LoggerConfigPredicate$3
2574:             1             24  org.apache.logging.log4j.core.config.Loggers
2575:             1             24  org.apache.logging.log4j.core.config.json.JsonConfigurationFactory
2576:             1             24  org.apache.logging.log4j.core.config.plugins.util.PluginRegistry
2577:             1             24  org.apache.logging.log4j.core.config.yaml.YamlConfigurationFactory
2578:             1             24  org.apache.logging.log4j.core.impl.Log4jContextFactory
2579:             1             24  org.apache.logging.log4j.core.pattern.FormattingInfo
2580:             1             24  org.apache.logging.log4j.core.pattern.LevelPatternConverter$SimpleLevelPatternConverter
2581:             1             24  org.apache.logging.log4j.core.pattern.LineSeparatorPatternConverter
2582:             1             24  org.apache.logging.log4j.core.pattern.MessagePatternConverter$SimpleMessagePatternConverter
2583:             1             24  org.apache.logging.log4j.core.pattern.NameAbbreviator$MaxElementAbbreviator
2584:             1             24  org.apache.logging.log4j.core.pattern.PatternParser
2585:             1             24  org.apache.logging.log4j.core.pattern.SimpleLiteralPatternConverter$Space
2586:             1             24  org.apache.logging.log4j.core.pattern.ThreadNamePatternConverter
2587:             1             24  org.apache.logging.log4j.core.time.MutableInstant
2588:             1             24  org.apache.logging.log4j.core.util.DefaultShutdownCallbackRegistry$RegisteredCancellable
2589:             1             24  org.apache.logging.log4j.core.util.Source
2590:             1             24  org.apache.logging.log4j.core.util.datetime.FastDatePrinter$PaddedNumberField
2591:             1             24  org.apache.logging.log4j.core.util.datetime.FormatCache$MultipartKey
2592:             1             24  org.apache.logging.log4j.message.DefaultFlowMessageFactory
2593:             1             24  org.apache.logging.log4j.message.ReusableMessageFactory
2594:             1             24  org.apache.logging.log4j.message.SimpleMessage
